Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
281940,Inconsistent and poor internet performance,2015-09-05,05 September 2015,14:51:48,Customer Care Call,Marlton,New Jersey,5053,Closed,No
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,2015-06-26,26 June 2015,01:45:58,Internet,Martinez,California,94553,Open,No
224222,Comcast endless problems,2015-08-04,04 August 2015,14:07:47,Internet,Martinez,Georgia,30907,Closed,No
218696,Internet connection delibrately slowed down,2015-05-04,04 May 2015,22:06:33,Internet,Martinez,Georgia,30907,Closed,No
249355,Comcast - Customer Service/Technical Service Inferiority,2015-04-22,22 April 2015,01:38:59,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No
337071,Comcast cable outage,2015-12-06,06 December 2015,13:40:52,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No
236299,service not disconnected as requested. overcharged and overpaid as a result.,2015-04-15,15 April 2015,07:58:43,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No
340647,comcast service,2015-06-15,15 June 2015,11:00:19,Customer Care Call,Marysville,California,95901,Solved,No
372859,INFINITY / COMCAST,2015-06-29,29 June 2015,16:10:08,Customer Care Call,Marysville,Washington,98271,Solved,No
291044,Datacaps,2015-05-14,14 May 2015,20:42:22,Customer Care Call,Maynardville,Tennessee,37807,Open,No
246635,Comcast Internet Speeds,2015-04-21,21 April 2015,11:02:40,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes
306219,Comcast - internet service complaint,2015-05-25,25 May 2015,21:20:40,Internet,Mccordsville,Indiana,46055,Open,No
328801,NO Comcast-- Uverse,2015-08-06,06 August 2015,15:41:26,Internet,Mcdonough,Georgia,30253,Closed,No
211775,Horrible Service,2015-01-04,04 January 2015,12:28:58,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
316927,Comcast- Internet,2015-01-06,06 January 2015,14:21:30,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
335859,internet,2015-11-06,06 November 2015,19:47:29,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes
337869,Wasted Time and money!,2015-12-06,06 December 2015,16:50:15,Customer Care Call,Medley,Florida,33178,Solved,No
334514,billing issues,2015-11-06,06 November 2015,11:40:59,Internet,Melvindale,Michigan,48122,Solved,No
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,2015-02-04,04 February 2015,17:46:46,Customer Care Call,Memphis,Tennessee,38111,Closed,No
243364,Comcast data caps,2015-04-18,18 April 2015,20:55:05,Internet,Memphis,Tennessee,38119,Closed,Yes
252934,Comcast,2015-04-23,23 April 2015,15:33:57,Customer Care Call,Memphis,Tennessee,38104,Closed,No
265590,Comcast data cap limit,2015-04-29,29 April 2015,22:49:16,Internet,Memphis,Tennessee,38104,Closed,No
270239,invalid sercice,2015-02-05,05 February 2015,17:56:40,Customer Care Call,Memphis,Tennessee,38111,Solved,No
270240,invalid sercice,2015-02-05,05 February 2015,17:56:41,Customer Care Call,Memphis,Tennessee,38111,Closed,No
304454,Comcast data caps,2015-05-23,23 May 2015,00:23:38,Customer Care Call,Memphis,Tennessee,38111,Open,No
325445,Stop the data caps of Comcast,2015-05-06,06 May 2015,14:06:03,Customer Care Call,Memphis,Tennessee,38111,Closed,No
333786,Lack of communication and poor customer service,2015-10-06,06 October 2015,19:55:27,Internet,Memphis,Tennessee,38115,Open,No
353177,Comcast Data Cap,2015-06-19,19 June 2015,21:06:34,Internet,Memphis,Tennessee,38016,Solved,No
363094,Comcast Overpricing,2015-06-24,24 June 2015,18:23:10,Customer Care Call,Memphis,Tennessee,38105,Open,No
361037,Comcast Rates,2015-06-24,24 June 2015,09:42:09,Customer Care Call,Memphis,Tennessee,38117,Solved,No
375276,Comcast Data Cap,2015-06-30,30 June 2015,15:54:17,Internet,Memphis,Tennessee,38115,Pending,No
214998,Comcast refuse to honor agreed upon price / promotion,2015-02-04,04 February 2015,17:08:11,Internet,Menlo Park,California,94025,Closed,No
358746,Comcast slowing down,2015-06-23,23 June 2015,14:47:27,Customer Care Call,Menlo Park,California,94025,Solved,No
365162,Unfair billing practices,2015-06-25,25 June 2015,13:50:03,Internet,Meriden,New Hampshire,3770,Solved,No
372223,Poor Customer Service with Comcast,2015-06-29,29 June 2015,13:14:58,Customer Care Call,Meridian,Mississippi,39307,Open,No
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,2015-06-23,23 June 2015,12:03:16,Customer Care Call,Metairie,Louisiana,70003,Solved,No
351053,Comcast still billing after account is closed and paid,2015-06-19,19 June 2015,08:53:04,Internet,Mexico,New York,13114,Solved,No
230370,comcast deceving upgrade without request,2015-11-04,04 November 2015,11:29:04,Customer Care Call,Miami,Florida,33177,Closed,Yes
239218,Comcast service issues.,2015-04-16,16 April 2015,13:06:07,Customer Care Call,Miami,Florida,33111,Closed,No
240653,comcast internet telephone TV service,2015-04-16,16 April 2015,22:13:04,Customer Care Call,Miami,Florida,33133,Closed,No
215922,Not receiving internet and harrassing phone calls,2015-03-04,04 March 2015,10:35:40,Customer Care Call,Miami,Florida,33132,Closed,No
263934,Internet service,2015-04-29,29 April 2015,12:30:58,Internet,Miami,Florida,33172,Closed,No
265456,comcast complaint,2015-04-29,29 April 2015,21:07:55,Internet,Miami,Florida,33147,Closed,No
279363,Comcast is terrible,2015-07-05,05 July 2015,20:59:18,Internet,Miami,Florida,33186,Solved,No
282265,Comcast Internet Poor Service,2015-09-05,05 September 2015,23:04:43,Customer Care Call,Miami,Florida,33176,Open,No
282025,Charged for Cable Modem Rental that I have owned for 8 years,2015-09-05,05 September 2015,16:03:56,Internet,Miami,Florida,33157,Open,No
291461,Monthly charge for a Modem,2015-05-15,15 May 2015,11:11:38,Customer Care Call,Miami,Florida,33169,Solved,No
293037,Comcast service,2015-05-16,16 May 2015,07:46:28,Customer Care Call,Miami,Florida,33177,Closed,No
293038,Comcast service,2015-05-16,16 May 2015,07:46:32,Customer Care Call,Miami,Florida,33177,Closed,No
301242,COMCAST,2015-05-21,21 May 2015,13:07:43,Internet,Miami,Florida,33128,Solved,No
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,2015-03-06,06 March 2015,09:31:06,Internet,Miami,Florida,33157,Solved,No
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,2015-03-06,06 March 2015,09:36:34,Internet,Miami,Florida,33157,Open,No
340521,Failure to connect service,2015-06-15,15 June 2015,09:51:39,Internet,Miami,Florida,33133,Solved,No
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,2015-06-19,19 June 2015,15:42:43,Customer Care Call,Miami,Florida,33150,Solved,No
356421,Problems with Comcast xfinity Internet service,2015-06-22,22 June 2015,16:17:32,Internet,Miami,Florida,33145,Solved,No
363477,Paying for 50 Mbps from Comcast only receiving 0.37 Mbps,2015-06-24,24 June 2015,21:21:29,Customer Care Call,Miami,Florida,33131,Open,No
365368,Comcast internet billing,2015-06-25,25 June 2015,14:12:52,Internet,Miami,Florida,33157,Open,Yes
367258,Comcast Internet being slow,2015-06-25,25 June 2015,23:06:47,Internet,Miami,Florida,33194,Pending,No
369434,Comcast New SignUp billing bait-and-switch,2015-06-26,26 June 2015,21:54:59,Internet,Miami,Florida,33125,Pending,No
365082,Billing,2015-06-25,25 June 2015,13:26:23,Internet,Miami Gardens,Florida,33056,Solved,No
355079,Lack of internet speed,2015-06-22,22 June 2015,08:28:43,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No
262747,Comcast Poor Customer Services and Commitment,2015-04-28,28 April 2015,19:15:01,Internet,Middleburg,Florida,32068,Closed,No
223841,new fcc internet rules slowing down system,2015-08-04,04 August 2015,12:24:52,Internet,Middletown,Connecticut,6457,Closed,No
359483,Unfair pricing,2015-06-23,23 June 2015,17:24:45,Customer Care Call,Middletown,Maryland,21769,Solved,Yes
268773,Poor service from Comcast Xfinity,2015-01-05,05 January 2015,14:01:54,Internet,Milford,Delaware,19963,Open,No
360989,Internet and Cable Billing,2015-06-24,24 June 2015,09:13:25,Internet,Milford,Delaware,19963,Solved,No
238264,Comcast,2015-04-15,15 April 2015,21:08:43,Customer Care Call,Milford,Michigan,48380,Closed,No
277544,Comcast charging me for items I do not want/asked for,2015-07-05,05 July 2015,04:04:35,Customer Care Call,Mill Creek,Washington,98012,Solved,No
359345,Internet throttling,2015-06-23,23 June 2015,16:49:35,Internet,Mill Creek,Washington,98012,Solved,No
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,2015-07-04,04 July 2015,14:39:40,Customer Care Call,Mill Valley,California,94941,Closed,No
335917,"Second Complaint ""Comcast not honoring Marketing Materials""",2015-11-06,06 November 2015,20:14:04,Customer Care Call,Mill Valley,California,94941,Closed,No
353068,"Comcast committing ""Bait and Switch Fraud""",2015-06-19,19 June 2015,19:38:35,Customer Care Call,Mill Valley,California,94941,Solved,No
333619,Worst customer service with no resolution,2015-10-06,06 October 2015,18:32:17,Customer Care Call,Milpitas,California,95035,Solved,No
362974,Comcast,2015-06-24,24 June 2015,17:38:10,Customer Care Call,Milpitas,California,95035,Open,No
362991,Comcast billing issues,2015-06-24,24 June 2015,17:44:30,Customer Care Call,Milpitas,California,95035,Closed,No
361800,Paying for high speed internet and receiving low speeds,2015-06-24,24 June 2015,12:57:08,Internet,Milton,Delaware,19968,Open,Yes
325690,Unwilling to provide a refund for charging rent on a modem,2015-05-06,06 May 2015,15:18:48,Customer Care Call,Milton,Vermont,5468,Solved,No
282824,Internet connectivity issues,2015-11-05,05 November 2015,01:33:11,Customer Care Call,Milwaukie,Oregon,97222,Solved,No
358736,Comcast has raised my bill twice without warning,2015-06-23,23 June 2015,14:45:47,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No
366782,Comcast charges me for 25m connection Get 5 down/11 up,2015-06-25,25 June 2015,18:47:54,Internet,Minneapolis,Minnesota,55404,Solved,No
248414,Comcast Business not honoring signed contract,2015-04-21,21 April 2015,15:54:00,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No
271592,Transfer of services,2015-04-05,05 April 2015,13:18:44,Internet,Miramar,Florida,33025,Solved,No
338831,COMCAST NIGHTMARE,2015-06-13,13 June 2015,10:53:23,Internet,Miramar,Florida,33027,Solved,No
353876,CHARGED ERRONEOUS FEE ON BILL,2015-06-20,20 June 2015,14:19:44,Customer Care Call,Miramar,Florida,33027,Solved,No
251622,i need help pleas,2015-04-23,23 April 2015,05:10:45,Customer Care Call,Mobile,Alabama,36609,Closed,No
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,2015-12-06,06 December 2015,13:17:37,Internet,Mobile,Alabama,36608,Closed,Yes
362644,Comcast thieves,2015-06-24,24 June 2015,16:17:31,Internet,Modesto,California,95350,Open,No
366339,Low internet quality,2015-06-25,25 June 2015,16:45:36,Customer Care Call,Modesto,California,95355,Open,No
233894,False Advertisement,2015-04-14,14 April 2015,09:23:42,Internet,Mokelumne Hill,California,95245,Closed,No
283148,Comcast Targeted Blocking of Content,2015-11-05,05 November 2015,11:12:44,Internet,Mokena,Illinois,60448,Solved,No
354707,Slow Internet / Monopoly Area,2015-06-21,21 June 2015,15:20:59,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No
248868,Data cap,2015-04-21,21 April 2015,18:48:01,Internet,Monroe,Georgia,30655,Closed,No
241769,Data Cap 300gb,2015-04-17,17 April 2015,15:05:38,Customer Care Call,Monroe,Louisiana,71201,Closed,No
361187,Comcast Usage Limit,2015-06-24,24 June 2015,10:26:50,Internet,Monroe,Louisiana,71201,Solved,No
367035,Comcast Billing for Late Payment/Disconnect due to their error,2015-06-25,25 June 2015,20:40:40,Internet,Monroe,Louisiana,71203,Solved,No
365393,Internet Service Down,2015-06-25,25 June 2015,14:17:07,Customer Care Call,Monroe,New Jersey,8831,Solved,No
326658,spam,2015-06-06,06 June 2015,11:26:31,Customer Care Call,Montclair,New Jersey,7043,Solved,No
318059,Failure to resolve Internet outages,2015-01-06,06 January 2015,23:37:10,Internet,Monterey,California,93940,Closed,No
293497,Comcast internet service that I was NEVER able to use,2015-05-16,16 May 2015,16:13:08,Internet,Montgomery,Illinois,60538,Solved,No
334592,Comcast Account Issues/Customer Service Complaints,2015-11-06,06 November 2015,12:17:26,Internet,Montgomery,Illinois,60538,Solved,No
219305,comcast internet,2015-06-04,04 June 2015,12:24:25,Customer Care Call,Montverde,Florida,34756,Closed,No
329291,ads for website,2015-08-06,06 August 2015,18:42:26,Customer Care Call,Monument,Colorado,80132,Closed,No
359082,Comcast is awful lies and is corrupt,2015-06-23,23 June 2015,15:52:08,Customer Care Call,Morgantown,West Virginia,26508,Open,No
361310,Internet Freezing,2015-06-24,24 June 2015,10:54:16,Customer Care Call,Morgantown,West Virginia,26508,Solved,No
292335,Unannouced service outage not caused by weather,2015-05-15,15 May 2015,16:04:09,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No
370929,COMCAST DATA CAP IS BULLCRAP,2015-06-28,28 June 2015,13:37:22,Customer Care Call,Morrow,Georgia,30260,Pending,No
244444,Receiving bill for account that was supposed to be cancelled,2015-04-20,20 April 2015,11:46:41,Internet,Morton Grove,Illinois,60053,Closed,Yes
367029,Comcast,2015-06-25,25 June 2015,20:37:47,Internet,Mounds View,Minnesota,55112,Solved,No
222424,Comcast refusing to run lines,2015-07-04,04 July 2015,16:57:45,Internet,Mount Airy,Maryland,21771,Closed,No
225582,Comcast unreliable speed/ service,2015-08-04,04 August 2015,23:36:27,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No
289584,Internet service,2015-05-14,14 May 2015,11:52:27,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
298788,Internet service,2015-05-20,20 May 2015,11:23:14,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No
298793,Internet service,2015-05-20,20 May 2015,11:24:39,Internet,Mount Juliet,Tennessee,37122,Solved,No
360730,Comcast slow speeds and lying about prices,2015-06-24,24 June 2015,01:39:44,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
245317,Billing Issues,2015-04-20,20 April 2015,16:19:26,Internet,Mount Laurel,New Jersey,8054,Closed,No
367099,Unfair Comcast billing practices,2015-06-25,25 June 2015,21:11:31,Internet,Mount Laurel,New Jersey,8054,Open,No
270193,Comcast charging me monthly fees for equipment rental when I own the equipment,2015-02-05,05 February 2015,16:36:59,Internet,Mount Pleasant,South Carolina,29464,Closed,No
300720,"Comcast refuses to credit erroneous overcharges due to deceptive ""promotional"" rates",2015-05-21,21 May 2015,00:40:22,Internet,Mount Pleasant,South Carolina,29464,Solved,No
358657,Comcast Data Cap,2015-06-23,23 June 2015,14:28:54,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No
311889,Comcast installation date of June 22 2015,2015-05-28,28 May 2015,15:39:29,Customer Care Call,Mount Prospect,Illinois,60056,Solved,No
219795,Comcast refusing to provide continued service promised/advertised in writing,2015-06-04,04 June 2015,15:09:20,Customer Care Call,Mountain View,California,94040,Closed,No
257803,Required $100 deposit to open an account,2015-04-26,26 April 2015,16:01:50,Customer Care Call,Mountain View,California,94040,Closed,No
265613,comcast,2015-04-29,29 April 2015,23:06:07,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No
336745,Cap on Comcast Data,2015-12-06,06 December 2015,12:05:36,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No
260732,Comcast Internet down since 4/25 with no resolve,2015-04-28,28 April 2015,09:35:22,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No
240017,FALSE CHARGES & REFUSAL TO CREDIT,2015-04-16,16 April 2015,16:53:02,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No
312724,Commercials burning data,2015-05-28,28 May 2015,22:19:27,Internet,Murfreesboro,Tennessee,37128,Pending,No
315373,Comcast,2015-05-30,30 May 2015,18:59:10,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No
318304,Comcast Internet Complaint,2015-02-06,06 February 2015,10:07:23,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No
326309,Over charging for Internet,2015-05-06,06 May 2015,20:19:51,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No
354336,Comcast Data Policy and Lies,2015-06-20,20 June 2015,21:31:57,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No
357373,Comcast/Xfinity customer service and billing,2015-06-23,23 June 2015,00:03:31,Internet,Murfreesboro,Tennessee,37130,Solved,No
373211,Comcast Data Cap,2015-06-29,29 June 2015,17:43:17,Internet,Murfreesboro,Tennessee,37127,Open,No
360476,Throttling bandwidth.,2015-06-23,23 June 2015,23:07:54,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes
330284,Comcast billing,2015-09-06,06 September 2015,12:44:05,Internet,Murphys,California,95247,Solved,No
315456,Comcast service,2015-05-30,30 May 2015,21:21:41,Internet,Murray,Utah,84123,Open,No
299334,Comcast Data Overage Charges,2015-05-20,20 May 2015,14:27:55,Internet,Muscle Shoals,Alabama,35661,Open,No
244072,Dishonest Billing Practices,2015-04-20,20 April 2015,04:28:08,Customer Care Call,Muskegon,Michigan,49441,Closed,No
260444,Dishonest Billing Practices and Lying,2015-04-27,27 April 2015,22:30:16,Customer Care Call,Muskegon,Michigan,49441,Closed,No
338510,Comcast,2015-12-06,06 December 2015,21:51:40,Internet,Muskegon,Michigan,49445,Solved,No
364033,comcast lowering internet speeds on constant basis,2015-06-25,25 June 2015,09:54:52,Customer Care Call,Muskegon,Michigan,49442,Solved,No
352201,Comcast lies to the customer just to get them off the phone,2015-06-19,19 June 2015,15:02:43,Internet,My. Juliet,Tennessee,37122,Solved,No
363200,Internet,2015-06-24,24 June 2015,18:57:24,Customer Care Call,Nanticoke,Pennsylvania,18634,Solved,No
253407,No package/pricing information from Comcast for San Francisco,2015-04-23,23 April 2015,17:06:38,Internet,Napa,California,94558,Closed,Yes
218000,Fraudulent charges and poor or no service,2015-04-04,04 April 2015,16:23:33,Internet,Naperville,Illinois,60540,Closed,No
342174,Speed for internet nowhere close to claims,2015-06-15,15 June 2015,19:21:52,Internet,Naperville,Illinois,60564,Solved,No
224670,Comcast took my account info,2015-08-04,04 August 2015,16:02:43,Internet,Naples,Florida,34102,Closed,No
227819,Over Billing No reason code for excess billing fraud - IMO,2015-09-04,04 September 2015,21:31:47,Internet,Naples,Florida,34113,Closed,No
234527,Unreliable Internet Service,2015-04-14,14 April 2015,12:48:34,Internet,Naples,Florida,34119,Closed,No
223053,Comcast caught in 3 lies,2015-07-04,04 July 2015,22:13:21,Internet,Naples,Florida,34113,Closed,No
257986,no bill,2015-04-26,26 April 2015,20:04:51,Customer Care Call,Naples,Florida,34119,Closed,No
309173,BAIT and SWITCH Product Offerings for Internet BLAST Service,2015-05-27,27 May 2015,12:45:20,Customer Care Call,Naples,Florida,34104,Solved,No
324913,Comcast Charges Modem Rental But Modem was Returned 3 Years Ago,2015-05-06,06 May 2015,10:51:32,Internet,Naples,Florida,34102,Solved,No
334798,Comcast internet,2015-11-06,06 November 2015,13:17:55,Internet,Naples,Florida,34117,Solved,No
349460,Comcast Bundle Availability Complaint,2015-06-18,18 June 2015,15:23:27,Customer Care Call,Naples,Florida,34113,Open,Yes
217806,comcast connection issues,2015-04-04,04 April 2015,13:43:01,Internet,Nashville,Tennessee,37221,Closed,No
224049,Unauthorized change in charges,2015-08-04,04 August 2015,13:22:50,Internet,Nashville,Tennessee,37220,Closed,No
237368,availabilty,2015-04-15,15 April 2015,14:54:59,Internet,Nashville,Tennessee,37210,Closed,No
243615,data allowance,2015-04-19,19 April 2015,12:55:40,Customer Care Call,Nashville,Tennessee,37211,Closed,No
273991,Comcast Billing Issues,2015-05-05,05 May 2015,14:29:17,Customer Care Call,Nashville,Tennessee,37212,Closed,No
293999,Comcast Data Usage - Deceptive Practice,2015-05-17,17 May 2015,13:44:47,Customer Care Call,Nashville,Tennessee,37208,Solved,No
294329,Comcast's Data Cap,2015-05-18,18 May 2015,07:54:39,Internet,Nashville,Tennessee,37221,Pending,No
306848,"Comcast is limiting my access to data by using ""Data Caps""",2015-05-26,26 May 2015,11:36:57,Internet,Nashville,Tennessee,37209,Solved,No
325552,Comcast attempting to circumvent net Neutrality policies,2015-05-06,06 May 2015,14:33:12,Customer Care Call,Nashville,Tennessee,37204,Solved,Yes
337027,Comcast data cap,2015-12-06,06 December 2015,13:31:47,Customer Care Call,Nashville,Tennessee,37214,Solved,No
341949,Comcast Downgraded service with no notification,2015-06-15,15 June 2015,17:38:24,Customer Care Call,Nashville,Tennessee,37207,Closed,No
345677,Comcast Internet,2015-06-17,17 June 2015,13:30:10,Customer Care Call,Nashville,Tennessee,37212,Open,No
347734,Comcast data caps in currently uncompetitive Nashville market,2015-06-18,18 June 2015,00:31:29,Customer Care Call,Nashville,Tennessee,37211,Open,No
355447,Comcast- not responsive to multiple requests for service,2015-06-22,22 June 2015,11:41:30,Customer Care Call,Nashville,Tennessee,37221,Solved,No
360239,Comcast is stealing from me,2015-06-23,23 June 2015,21:45:51,Customer Care Call,Nashville,Tennessee,37211,Solved,No
358345,Comcast horrible service,2015-06-23,23 June 2015,13:30:08,Internet,Nashville,Tennessee,37207,Solved,No
363629,Intermittent drops of service,2015-06-24,24 June 2015,22:37:51,Customer Care Call,Nashville,Tennessee,37207,Open,No
360837,Overage charges,2015-06-24,24 June 2015,04:31:16,Internet,Nashville,Tennessee,37206,Solved,No
362276,Comcast refund,2015-06-24,24 June 2015,14:59:08,Internet,Nashville,Tennessee,37211,Solved,No
362982,Comcast Speeds Not as Advertised,2015-06-24,24 June 2015,17:41:59,Customer Care Call,Nashville,Tennessee,37203,Open,No
368055,comcast data cap,2015-06-26,26 June 2015,12:41:14,Customer Care Call,Nashville,Tennessee,37209,Pending,No
376303,Comcast Internet,2015-06-30,30 June 2015,23:08:15,Customer Care Call,Nashville,Tennessee,37217,Open,No
293734,Lost Internet Service,2015-05-16,16 May 2015,21:46:00,Internet,Naugatuck,Connecticut,6770,Open,No
245435,Low wifi,2015-04-20,20 April 2015,16:55:42,Internet,New Bedford,Massachusetts,2745,Closed,No
289153,Issue with Internet speed,2015-05-14,14 May 2015,07:12:34,Customer Care Call,New Bedford,Massachusetts,2745,Solved,No
337555,Comcast Internet Complaint,2015-12-06,06 December 2015,16:13:39,Customer Care Call,New Bedford,Massachusetts,2741,Open,Yes
257189,internet problems,2015-04-25,25 April 2015,17:30:54,Internet,New Buffalo,Michigan,49117,Closed,No
256792,Comcast service problems for months charging without fixng the issue,2015-04-25,25 April 2015,11:34:25,Internet,New Haven,Connecticut,6512,Closed,No
352910,Horrible customer service  could not help me - lied to by supervisor,2015-06-19,19 June 2015,18:22:46,Customer Care Call,New Haven,Connecticut,6511,Solved,No
352186,Comcast false advertising,2015-06-19,19 June 2015,14:59:01,Internet,New Hudson,Michigan,48165,Solved,No
260134,Comcast Business internet,2015-04-27,27 April 2015,19:34:07,Customer Care Call,New Palestine,Indiana,46163,Closed,No
212228,Comcast Lied About Pricing And Installation,2015-01-04,04 January 2015,14:29:41,Customer Care Call,Newark,California,94560,Closed,No
358644,Comcast- Unfair Pricing Tactics,2015-06-23,23 June 2015,14:27:21,Internet,Newark,California,94560,Solved,No
337000,overcharges,2015-12-06,06 December 2015,13:26:23,Internet,Newark,Delaware,19713,Solved,No
360928,Comcast is a monopoly,2015-06-24,24 June 2015,08:25:27,Internet,Newburyport,Massachusetts,1950,Solved,No
267727,Comcast is cheating me,2015-04-30,30 April 2015,22:43:47,Internet,Newcastle,Washington,98059,Closed,No
212595,overcharged,2015-01-04,04 January 2015,16:23:47,Internet,Newman,California,95360,Closed,No
218108,Comcast Business Phone/Internet Contract Disagreement,2015-04-04,04 April 2015,18:39:55,Internet,Newnan,Georgia,30265,Closed,No
234888,Unable to cancel comcast service,2015-04-14,14 April 2015,14:22:59,Customer Care Call,Newtown,Pennsylvania,18940,Closed,No
353376,Misleading information regarding contract leads to $200 unresolved early term fee,2015-06-19,19 June 2015,23:39:55,Internet,Nicholls,Georgia,31554,Closed,No
337050,Comcast Issues,2015-12-06,06 December 2015,13:35:00,Internet,Noblesville,Indiana,46062,Solved,No
340657,Internet Down,2015-06-15,15 June 2015,11:03:49,Internet,Norcross,Georgia,30092,Solved,No
375155,Comcast Failure of Service,2015-06-30,30 June 2015,15:19:55,Internet,Norcross,Georgia,30093,Open,No
370502,Comcast Throttling my Internet Connection,2015-06-27,27 June 2015,20:17:48,Customer Care Call,Norristown,Pennsylvania,19401,Pending,No
250239,billing/service issues,2015-04-22,22 April 2015,13:49:03,Customer Care Call,North Augusta,South Carolina,29841,Closed,No
370575,10 Days No Service - 12 Appointments Comcast Hasn't Shown Up - Comcast Has Not Fixed Home Infinity X1 - In 10 Days- Cannot Make 911 Calls,2015-06-27,27 June 2015,21:42:03,Customer Care Call,North Charleston,South Carolina,29406,Open,No
329597,Internet Outages,2015-08-06,06 August 2015,21:22:53,Customer Care Call,North Dartmouth,Massachusetts,2747,Solved,No
270762,High Speed Internet Awful,2015-03-05,05 March 2015,18:20:41,Customer Care Call,North Dinwiddie,Virginia,23803,Closed,No
313043,rude nasty customer service behavior and a three year failure to deliver the business Internet services paid for,2015-05-29,29 May 2015,10:11:07,Internet,North Fort Myers,Florida,33917,Open,No
358157,comcast failing still,2015-06-23,23 June 2015,12:41:20,Internet,North Fort Myers,Florida,33917,Closed,No
369686,The WORST customer service team and negative outlook on customers!!!,2015-06-27,27 June 2015,09:35:08,Internet,North Fort Myers,Florida,33917,Solved,No
211478,Comcast,2015-01-04,04 January 2015,10:47:35,Internet,North Huntingdon,Pennsylvania,15642,Closed,No
337767,Comcast/Xfinity,2015-12-06,06 December 2015,16:38:27,Internet,North Little Rock,Arkansas,72114,Solved,No
305998,Internet problems,2015-05-25,25 May 2015,15:52:34,Customer Care Call,North Miami,Florida,33181,Solved,No
224074,Improper billing,2015-08-04,04 August 2015,13:30:03,Internet,North Miami Beach,Florida,33162,Closed,No
373161,Internet being slowed.,2015-06-29,29 June 2015,17:28:32,Internet,North Miami Beach,Florida,33162,Pending,No
309939,Spotty service Business class internet,2015-05-27,27 May 2015,16:55:53,Internet,North Miami Beach Fl,Florida,33162,Solved,No
295439,Bundled cable and internet,2015-05-18,18 May 2015,16:13:43,Internet,North Port,Florida,34286,Solved,No
228818,Comcast Dishonest Marketing Scheme,2015-10-04,04 October 2015,13:15:13,Internet,North Wales,Pennsylvania,19454,Closed,Yes
334975,Sold one service received another,2015-11-06,06 November 2015,14:22:41,Customer Care Call,Northport,Alabama,35473,Closed,No
365088,Internet Speed,2015-06-25,25 June 2015,13:29:20,Internet,Northville,Michigan,48168,Pending,No
226989,Home Shopping Network Emails,2015-09-04,04 September 2015,15:31:50,Customer Care Call,Norton,Massachusetts,2766,Closed,No
231122,comcast,2015-12-04,04 December 2015,11:12:17,Customer Care Call,Nottingham,Maryland,21236,Closed,No
360296,Internet speed,2015-06-23,23 June 2015,22:10:29,Internet,Novato,California,94944,Open,No
281553,Comcast Charging Too Much and Internet Speed Lower than Ordered,2015-09-05,05 September 2015,08:29:16,Internet,Oak Park,Illinois,60302,Closed,No
305260,Ask Comcast to fix internet connection of my home,2015-05-24,24 May 2015,11:44:00,Customer Care Call,Oak Park,Illinois,60302,Open,No
307912,Comcast scam,2015-05-26,26 May 2015,17:05:23,Internet,Oak Park,Illinois,60303,Solved,No
316495,Comcast service and billing issue,2015-01-06,06 January 2015,11:45:00,Internet,Oak Park,Illinois,60302,Closed,No
363554,Speed throttling,2015-06-24,24 June 2015,21:52:28,Customer Care Call,Oak Park,Illinois,60302,Open,No
361503,bill to damn high,2015-06-24,24 June 2015,11:54:41,Internet,Oak Park,Michigan,48237,Solved,No
